hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,21-10-2016,Mark Jimenez,Mark_J@hotmail.com,739-576-5141,************2628
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,21-10-2016,Wesley Walker,Wesley.Walker@yahoo.com,871-717-1643,************9601
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,21-10-2016,Heather Miller,HMiller32@aol.com,760-394-6171,************4990
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,21-10-2016,Jonathan Oconnor,Jonathan_O@aol.com,474-003-4234,************4606
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,21-10-2016,Leslie Delgado,Leslie.D@xfinity.com,676-454-5826,************4847
City Hotel,0,27,2016,November,46,7,1,2,1,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,361.0,0,Transient-Party,195.0,0,0,Check-Out,10-11-2016,Gerald Rodriguez,Rodriguez.Gerald@yahoo.com,500-019-2146,************2758
City Hotel,0,11,2016,November,49,27,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,379.0,0,Transient,89.89,0,2,Check-Out,01-12-2016,Michael Farley,MichaelFarley60@yahoo.com,534-991-6270,************6259
City Hotel,0,17,2016,December,53,31,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,132.0,0,Transient,80.0,0,0,Check-Out,01-01-2017,Jenna Smith,Jenna.Smith@yandex.com,535-072-2680,************1501
City Hotel,0,246,2016,December,53,27,2,5,3,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,7.0,395.0,0,Transient,93.36,0,2,Check-Out,03-01-2017,Matthew Torres,MTorres@zoho.com,365-203-9113,************8598
City Hotel,0,1,2017,January,2,12,0,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,159.0,412.0,0,Transient,104.5,0,0,Check-Out,14-01-2017,Sabrina Gonzales,Sabrina_Gonzales@mail.com,219-616-2286,************5352
City Hotel,0,20,2017,February,6,7,0,2,1,0.0,0,BB,IRL,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,417.0,0,Transient,98.0,0,0,Check-Out,09-02-2017,Veronica Howard,Howard_Veronica@mail.com,715-252-1224,************6822
City Hotel,0,0,2017,March,11,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,444.0,444.0,0,Transient,95.0,0,0,Check-Out,15-03-2017,Jacob Dunn,JacobDunn@gmail.com,163-523-7798,************4401
City Hotel,0,11,2017,May,19,9,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,290.0,148.0,0,Transient,95.0,0,1,Check-Out,10-05-2017,Rodney Burton,RBurton@hotmail.com,917-211-4940,************3865
City Hotel,0,11,2017,May,19,9,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,290.0,148.0,0,Transient,95.0,0,1,Check-Out,10-05-2017,Samantha Joseph,Samantha_Joseph15@hotmail.com,365-344-7020,************8078
City Hotel,0,11,2017,May,19,9,0,2,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,290.0,148.0,0,Transient,110.0,0,1,Check-Out,11-05-2017,Alexis Vance,Alexis_V41@protonmail.com,177-753-2476,************1795
City Hotel,0,14,2017,May,22,30,0,3,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,290.0,148.0,0,Group,95.0,0,1,Check-Out,02-06-2017,Patrick Lyons,Lyons_Patrick@zoho.com,144-378-9979,************4759
City Hotel,0,13,2017,May,21,24,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,478.0,0,Transient-Party,150.0,0,1,Check-Out,25-05-2017,Meghan Flores,Flores_Meghan@verizon.com,439-451-4147,************8201
City Hotel,0,13,2017,May,22,29,1,3,1,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,290.0,148.0,0,Transient,95.0,0,0,Check-Out,02-06-2017,Jordan Olson,Jordan.O@mail.com,860-873-3107,************9138
City Hotel,0,13,2017,May,22,29,1,3,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,290.0,148.0,0,Transient,110.0,0,0,Check-Out,02-06-2017,Robert Reynolds,Robert.R@yandex.com,604-257-1344,************8808
City Hotel,0,210,2017,June,23,9,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,229.0,0,Transient,135.0,0,0,Check-Out,10-06-2017,Mrs. Colleen Mcdaniel MD,Mrs._MD@outlook.com,929-209-4199,************4558
City Hotel,0,191,2017,July,29,16,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,421.0,0,Transient,120.6,0,2,Check-Out,20-07-2017,Jeffrey Lane,Lane.Jeffrey14@verizon.com,616-943-4805,************3172
